threshold,accuracy,precision_spoof,recall_spoof,f1_spoof,roc_auc,pr_auc,far_attack_pass_rate,frr_genuine_reject_rate,attack_pass_rate,attack_block_rate,genuine_pass_rate,tn,fp,fn,tp,n,positive_spoof_count,negative_live_count,model,split,group_name,group_value
0.18000000000000002,0.6666666666666666,0.0,0.0,0.0,,,,0.3333333333333333,,,0.6666666666666666,58,29,0,0,87,0,87,gru_v3_w8.0,valid,attack_type,live
0.18000000000000002,0.96,1.0,0.96,0.9795918367346939,,,0.04,,0.04,0.96,,0,0,1,24,25,25,0,gru_v3_w8.0,valid,attack_type,print
0.18000000000000002,0.8870967741935484,1.0,0.8870967741935484,0.9401709401709402,,,0.11290322580645161,,0.11290322580645161,0.8870967741935484,,0,0,7,55,62,62,0,gru_v3_w8.0,valid,attack_type,replay
0.18000000000000002,0.7857142857142857,1.0,0.7857142857142857,0.88,,,0.21428571428571427,,0.21428571428571427,0.7857142857142857,,0,0,6,22,28,28,0,gru_v3_w8.0,valid,source_group,ATK_external_clip
0.18000000000000002,0.5,0.0,0.0,0.0,,,,0.5,,,0.5,6,6,0,0,12,0,12,gru_v3_w8.0,valid,source_group,R_live_clip
0.18000000000000002,0.8333333333333334,0.7236842105263158,1.0,0.8396946564885496,0.9224071702944941,0.8829882711044597,0.0,0.29577464788732394,0.0,1.0,0.704225352112676,50,21,0,55,126,55,71,gru_v3_w8.0,valid,source_group,S_dataset_sequence
0.18000000000000002,0.5,0.5,0.5,0.5,0.4375,0.5011904761904762,0.5,0.5,0.5,0.5,0.5,2,2,2,2,8,4,4,gru_v3_w8.0,valid,source_group,unknown
0.18000000000000002,0.711340206185567,0.0,0.0,0.0,,,,0.28865979381443296,,,0.711340206185567,69,28,0,0,97,0,97,gru_v3_w8.0,test,attack_type,live
0.18000000000000002,0.9285714285714286,1.0,0.9285714285714286,0.9629629629629629,,,0.07142857142857142,,0.07142857142857142,0.9285714285714286,,0,0,2,26,28,28,0,gru_v3_w8.0,test,attack_type,print
0.18000000000000002,0.765625,1.0,0.765625,0.8672566371681416,,,0.234375,,0.234375,0.765625,,0,0,15,49,64,64,0,gru_v3_w8.0,test,attack_type,replay
0.18000000000000002,0.8125,1.0,0.8125,0.896551724137931,,,0.1875,,0.1875,0.8125,,0,0,6,26,32,32,0,gru_v3_w8.0,test,source_group,ATK_external_clip
0.18000000000000002,0.2857142857142857,0.0,0.0,0.0,,,,0.7142857142857143,,,0.2857142857142857,6,15,0,0,21,0,21,gru_v3_w8.0,test,source_group,R_live_clip
0.18000000000000002,0.8359375,0.7966101694915254,0.8392857142857143,0.8173913043478261,0.9327876984126984,0.9063087198870544,0.16071428571428573,0.16666666666666666,0.16071428571428573,0.8392857142857143,0.8333333333333334,60,12,9,47,128,56,72,gru_v3_w8.0,test,source_group,S_dataset_sequence
0.18000000000000002,0.625,0.6666666666666666,0.5,0.5714285714285714,0.5625,0.5845238095238094,0.5,0.25,0.5,0.5,0.75,3,1,2,2,8,4,4,gru_v3_w8.0,test,source_group,unknown
